,vres,i_leftmost,diff_i,diff_v,vgate,name,type,time,OK
0,93.22300999999999,-4.8167040000000005,-7.165578,18.461959999999998,784.0034,tran_SchGtAfsTlVh,Sch,Sun Apr 23 23:03:41 2023,False
1,74.57581,-8.501026,-8.466483,1.055512,706.1178,tran_SchGtAsfTlVh,Sch,Sun Apr 23 23:03:03 2023,False
2,92.55552999999999,-1.860166,-6.685987,17.73255,771.5516,tran_SchGtAffTlVh,Sch,Sun Apr 23 23:02:30 2023,False
3,74.737,-0.8738034,-0.5431089,1.560155,719.5346000000001,tran_SchGtAssTlVh,Sch,Sun Apr 23 23:02:03 2023,False
4,93.22300999999999,-4.8167040000000005,-7.165578,18.461959999999998,784.0034,tran_SchGtAfsThVh,Sch,Sun Apr 23 23:01:39 2023,False
5,74.57581,-8.501026,-8.466483,1.055512,706.1178,tran_SchGtAsfThVh,Sch,Sun Apr 23 23:01:16 2023,False
6,92.55552999999999,-1.860166,-6.685987,17.73255,771.5516,tran_SchGtAffThVh,Sch,Sun Apr 23 23:00:46 2023,False
7,74.737,-0.8738034,-0.5431089,1.560155,719.5346000000001,tran_SchGtAssThVh,Sch,Sun Apr 23 23:00:21 2023,False
8,93.22300999999999,-4.8167040000000005,-7.165578,18.461959999999998,784.0034,tran_SchGtAfsTlVl,Sch,Sun Apr 23 22:59:58 2023,False
9,74.57581,-8.501026,-8.466483,1.055512,706.1178,tran_SchGtAsfTlVl,Sch,Sun Apr 23 22:59:34 2023,False
10,92.55552999999999,-1.860166,-6.685987,17.73255,771.5516,tran_SchGtAffTlVl,Sch,Sun Apr 23 22:59:11 2023,False
11,74.737,-0.8738034,-0.5431089,1.560155,719.5346000000001,tran_SchGtAssTlVl,Sch,Sun Apr 23 22:58:48 2023,False
12,93.22300999999999,-4.8167040000000005,-7.165578,18.461959999999998,784.0034,tran_SchGtAfsThVl,Sch,Sun Apr 23 22:58:25 2023,False
13,74.57581,-8.501026,-8.466483,1.055512,706.1178,tran_SchGtAsfThVl,Sch,Sun Apr 23 22:58:02 2023,False
14,92.55552999999999,-1.860166,-6.685987,17.73255,771.5516,tran_SchGtAffThVl,Sch,Sun Apr 23 22:57:39 2023,False
15,74.737,-0.8738034,-0.5431089,1.560155,719.5346000000001,tran_SchGtAssThVl,Sch,Sun Apr 23 22:57:16 2023,False
