,vres,ouais,name,type,time,OK
0,77.52802,779.9868,tran_SchGtAfsTlVh,Sch,Fri Apr 28 13:49:04 2023,False
1,63.508449999999996,760.2130000000001,tran_SchGtAsfTlVh,Sch,Fri Apr 28 13:48:31 2023,False
2,75.64485,772.7526,tran_SchGtAffTlVh,Sch,Fri Apr 28 13:48:05 2023,False
3,64.21992999999999,765.9539,tran_SchGtAssTlVh,Sch,Fri Apr 28 13:47:37 2023,False
4,77.52802,779.9868,tran_SchGtAfsThVh,Sch,Fri Apr 28 13:47:05 2023,False
5,63.508449999999996,760.2130000000001,tran_SchGtAsfThVh,Sch,Fri Apr 28 13:46:32 2023,False
6,75.64485,772.7526,tran_SchGtAffThVh,Sch,Fri Apr 28 13:45:59 2023,False
7,64.21992999999999,765.9539,tran_SchGtAssThVh,Sch,Fri Apr 28 13:45:13 2023,False
8,77.52802,779.9868,tran_SchGtAfsTlVl,Sch,Fri Apr 28 13:44:31 2023,False
9,63.508449999999996,760.2130000000001,tran_SchGtAsfTlVl,Sch,Fri Apr 28 13:43:50 2023,False
10,75.64485,772.7526,tran_SchGtAffTlVl,Sch,Fri Apr 28 13:43:18 2023,False
11,64.21992999999999,765.9539,tran_SchGtAssTlVl,Sch,Fri Apr 28 13:42:46 2023,False
12,77.52802,779.9868,tran_SchGtAfsThVl,Sch,Fri Apr 28 13:42:07 2023,False
13,63.508449999999996,760.2130000000001,tran_SchGtAsfThVl,Sch,Fri Apr 28 13:41:27 2023,False
14,75.64485,772.7526,tran_SchGtAffThVl,Sch,Fri Apr 28 13:40:45 2023,False
15,64.21992999999999,765.9539,tran_SchGtAssThVl,Sch,Fri Apr 28 13:39:56 2023,False
